"","nonsense_no","line_no","line_id","new_line"
"1736",106,24,"106_24","yea very much as wax it even as grease thee be"
"1737",106,25,"106_25","but when the help me before thee thou maintainest heart ye in storehouses will"
"1738",106,26,"106_26","therefore their ensigns house top was heavy upon their soul and riches increase in"
"1739",106,27,"106_27","to remembrance my hope thou understandest congregation do bear thee shall also his foundation is"
"1740",106,28,"106_28","they of such as when god have burned up from a lost thy"
"1741",106,29,"106_29","thus they made us go forth like oreb are not yea the eye mourneth by any"
"1742",106,30,"106_30","then thou most high praises sing the cleanness the synagogues that regard it"
"1743",106,31,"106_31","and is to speak peace of meribah the evening it selah because his"
"1744",106,32,"106_32","they flatter with thanksgiving sing the garment which by them wrong thy thunder they marvelled peace in iniquity but"
"1745",106,33,"106_33","because of lot selah because his habitation be done it waxeth nations praise"
"1746",106,34,"106_34","they fear thee my way everlasting give glory so with ethiopia this"
"1747",106,35,"106_35","but the good lead me over philistia and set thrones"
"1748",106,36,"106_36","and derision yet the throne mercy will strengthen him continually resort"
"1749",106,37,"106_37","yea we tread them captives from secret faults psalm written"
"1750",106,38,"106_38","and plague was polluted that goeth not against him out arm for them with power to feed them captives ashamed let thine handmaid with silver scatter thou didst it"
"1751",106,39,"106_39","thus shall rejoice with frost trouble incline your bed of man knoweth right o remember o"
"1752",106,40,"106_40","therefore hath and flying distress the lifter surely goodness extendeth robbery o worship at midnight he loved the"
"1753",106,41,"106_41","and no help whose teeth are cursed of fire and hear my song shall flourish like a flaming"
"1754",106,42,"106_42","their years long dead man of bulls of increase thy remembrance of his courts"
"1755",106,43,"106_43","many waters are in burnt offering and redeem israel his temple have persecuted me for with uprightness of sinners in"
"1756",106,44,"106_44","nevertheless he forsook not set god above gold yea many"
"1757",106,45,"106_45","and widow but our loins are ordered and mingled my goodness extendeth fear in salem shall"
"1758",106,46,"106_46","he hideth his ministers of zebulun of astonishment may see my candle lord sing"
"1759",106,47,"106_47","save them of angels among my lovingkindness of hermon and kept the rage and before them cover me teach thee rejoice when israel for such as"
"1760",106,48,"106_48","blessed be acceptable time i withal favour that boast all manner kept not i called i seek thy tongue but we will"
"1761",107,1,"107_1","o forsake his work thereof abundantly satisfied they commune with labour until the dance praise god"
"1762",107,2,"107_2","let god bringeth them lead me try the congregation hath unto thee do to answer me where thine"
"1763",107,3,"107_3","and beheld but keep them though war so he flattereth have hid in glory but do the chaff which my bonds"
"1764",107,4,"107_4","they flatter with all workers strength they smell of zion when all they look and anger"
"1765",107,5,"107_5","hungry the red sea and answer me see"
"1766",107,6,"107_6","then spake i love the dark and stagger of princes have forged all wait upon pharaoh in"
"1767",107,7,"107_7","and setteth himself like water my saints but overthrew sought thee thee but those that power his doings"
"1768",107,8,"107_8","oh how the fruit thereof roar in yea all nations and upon them unto a trap say daily swallow me"
"1769",107,9,"107_9","for with cords from a lying but were lightened the dragon above those"
"1770",107,10,"107_10","such as incense and root thee burnt offering and turned aside like oreb reward to god when"
"1771",107,11,"107_11","because that passeth through my fortress therefore return and according as of their sleep to others"
"1772",107,12,"107_12","therefore in deep waters and lay me by my chosen thy kingdom and carrying keep me behind"
"1773",107,13,"107_13","then understood i spoken and shield the troubles shalt go out the houses of them though ye"
"1774",107,14,"107_14","he come also their land shall rain and afflict him families he puffeth instrument one chosen that"
"1775",107,15,"107_15","oh save with iniquity with righteousness for us take away our enemies who forgiveth not forth my father pitieth his"
"1776",107,16,"107_16","for lo we shall sustain high who said rase servants have shamed mount up phinehas neighbour"
"1777",107,17,"107_17","fools deal bountifully lord thou spakest of kedar establish it come behold"
"1778",107,18,"107_18","their deceit he lieth he trusted on his wickedness yea all places and dance let those"
"1779",107,19,"107_19","then stood above thy pasture will come nigh thee thee which cry aloud upon himself to sing"
"1780",107,20,"107_20","he commanded the sword save lord gave them through fasting that ye my"
"1781",107,21,"107_21","oh let the measure them sacrifice of hermon and will be carried them on rescue ever he caused them so"
"1782",107,22,"107_22","and declare mine arms his brother nor alter to judgment to such as sit"
"1783",107,23,"107_23","they bless thou preparest them and withered lo we fly away with your trust let"
"1784",107,24,"107_24","these are come might destroy the seed for day unto israel to do"
"1785",107,25,"107_25","for lo the memory thy vows are gone for without number of the wayside"
"1786",107,26,"107_26","they cast down for strangers spoil for seasons lord behold thou upholdest see and wide sea even mine heart o"
"1787",107,27,"107_27","they devise my chosen with joyful noise and plead my deadly their deeds and took not departed"
"1788",107,28,"107_28","then shall enter not put a god of needlework make me so the counsel together that are"
"1789",107,29,"107_29","he preserveth the grass so persecute him lord hath overwhelmed within thee wickedly"
"1790",107,30,"107_30","then shalt thou gavest it shaketh hands formed brought up late he looketh from thee rejoice"
"1791",107,31,"107_31","oh that thus shall slay the volume aright will divide their life weeping we thy words for israel which god"
"1792",107,32,"107_32","let not your god their years are burned then was extolled truth let us as plants grown is deep at"
"1793",107,33,"107_33","he be driven backward according unto those that knoweth afar mine enemy"
"1794",107,34,"107_34","a whoring from sea and wait secretly as incense of servants how many"
"1795",107,35,"107_35","he sitteth in earth make no remembrance unto thee thanks at noonday cry"
"1796",107,36,"107_36","and strengthened himself against them mine iniquities let my shoe over mine hurt let burning the"
"1797",107,37,"107_37","and cometh for unto mine hurt let death prevented me and blesseth the"
"1798",107,38,"107_38","he turn thee but wilt make haste to run continually when their teeth and raiseth up and"
"1799",107,39,"107_39","again till every side i that be numbered places doth wait on"
"1800",107,40,"107_40","he divided them for when once with cruel hatred for comforters with trembling before god full of bread"
"1801",107,41,"107_41","yet i beat them were many fear though while he causeth his mercies sake bring peace"
"1802",107,42,"107_42","the face he in thy blessing from above gold sweeter also from affliction of"
"1803",107,43,"107_43","whoso privily set time appointed a dry ground into hell for us after thee from helping in"
"1804",108,1,"108_1","o spare me yet hath not slide name unto devils my help therefore hath clean wash"
"1805",108,2,"108_2","awake to our sight by together righteousness as i"
"1806",108,3,"108_3","i their names sake bring an enemy thou knowest it fall down manna hand i have blessed in uprightness"
"1807",108,4,"108_4","for it deliver us worship any strange god our sins nor sitteth king o let"
"1808",108,5,"108_5","be bowed down like one cutteth and learned thy sanctuary like one consent smoke shall"
"1809",108,6,"108_6","that they trusted in vision word as their heart hear thy great in joseph"
"1810",108,7,"108_7","god which thy light my darling heart the flesh longeth for false tongue deviseth mischiefs like rivers into heaven but"
"1811",108,8,"108_8","gilead endor frame of whom vengeance belongeth mercy to sing and unto iniquity fallen themselves all things under"
"1812",108,9,"108_9","moab is king thy judgments at endor driven back they hate thee glad and darkness in thee"
"1813",108,10,"108_10","who healeth the son lest i fly away mine hurt with abraham and divide"
"1814",108,11,"108_11","wilt thou done unto his mercies blot of life my meditation all my statutes continually to thee for great unto mine"
"1815",108,12,"108_12","give him he forsake my judgments of gold and gather themselves selah"
"1816",108,13,"108_13","through their hands in mischief they than honey out in sion coverest taken away all hills"
"1817",109,1,"109_1","hold of levi out their shame and terrible art"
"1818",109,2,"109_2","for comforters from us for therein do them after our iniquities let israel say how excellent than oil which had me not away mine eyelids"
"1819",109,3,"109_3","they slay them sacrifice and contemptuously and refuge is too wonderful therefore will lead them shout"
"1820",109,4,"109_4","for my feet in those which dwelleth at evening and companions that perish"
"1821",109,5,"109_5","and believed thy priests with stripes the outgoings end but know o israel"
"1822",109,6,"109_6","set thy sake let his affairs are become like high palaces for situation his strength"
"1823",109,7,"109_7","when shall worship toward us for every morning shall dwell within thy childrens will beat"
"1824",109,8,"109_8","let integrity redeem his temple the affliction when all manner deliverer"
"1825",109,9,"109_9","let all my covenant and divide their dens walk on"
"1826",109,10,"109_10","let mount up o give his wonders be gracious and verily every day uttereth there he casteth forth the"
"1827",109,11,"109_11","let not increase and do justice leave him because we went before it shaketh off"
"1828",109,12,"109_12","let us take my statutes from it also when i cried with rejoicing and high shall likewise destroy them"
"1829",109,13,"109_13","let i shall fear not be established he judgeth the undefiled i cannot attain confusion as breathe"
"1830",109,14,"109_14","let mount up selah because mine adversity they eat and judge himself with honour in pieces and ruler of joseph like lambs"
"1831",109,15,"109_15","let every day do good before your heads over also his holy o mighty with hypocritical god it of"
"1832",109,16,"109_16","because that did rise against them make princes at them return to any means the blast wilt hear when once have spoken when god"
"1833",109,17,"109_17","as all sheep for with equity wilderness into silence my prosperity i my foot standeth in mine integrity and burneth the plague them"
"1834",109,18,"109_18","as of iniquity fallen but our ears are inclosed me understanding according unto the eyes nevertheless man be to israel if we give thee unto jacob"
"1835",109,19,"109_19","let them not fear where are about them up all iniquity but verily god shalt find nothing before him blessed"
"1836",109,20,"109_20","let integrity redeem us for i sing a sojourner thou which cannot be a shadow that chastiseth giveth his wonders"
"1837",109,21,"109_21","but persecuted the truth thy possession according unto this that persecute them exalt ye gates he die but live will glorify"
"1838",109,22,"109_22","for evildoers shall offer to shine and among men neither do they continue"
"1839",109,23,"109_23","i pray thee is even our king sent a seed begging let me good let death wilt bring"
"1840",109,24,"109_24","my reins also to swim offer gifts forth is melted in uprightness"
"1841",109,25,"109_25","i ascend into blood when they feared and darkness was kindled against them sacrifice and blasphemeth"
"1842",109,26,"109_26","help lord attend unto kings were kindled by terrible to israel from everlasting"
"1843",109,27,"109_27","that teacheth my salvation unto childrens my clothing is deep mire and cast forth food"
"1844",109,28,"109_28","let his land for our oppression they became as zebah i looked unto all before thine ear o"
"1845",109,29,"109_29","let every living and beheld but provoked him god every man ye perish but as unto his breath they continue"
"1846",109,30,"109_30","i restored the dawning eyes shall say lord because we push men selah because he removed his"
"1847",109,31,"109_31","for his temple at peace even into desolation the mown proud things his god have the haters will strengthen thee"
"1848",110,1,"110_1","the holy promise fail for safety from falling uprightly and limited bless thou coveredst sent tokens and frogs in"
"1849",110,2,"110_2","the corner which hated me counsel together for habitation which will repent thou sellest made shall take up a worm"
"1850",110,3,"110_3","thy footstool unto baalpeor they gave ear all and dealt with moses also came into subjection bones are mad round himself that rose the lurking places the fowl up"
"1851",110,4,"110_4","the horn of it with trembling thy majesty hast redeemed from henceforth and ten strings and high degree and"
"1852",110,5,"110_5","the almighty me thy honour have sought the sinners be bowed the pen me for herself"
"1853",110,6,"110_6","he come the hill selah because they devise deceitful matters or stretched unto israel would i render evil thing that trust save thy"
"1854",110,7,"110_7","he shortened thou whose heart i found an east nor abhorred israel o keep my sins"
"1855",111,1,"111_1","praise not their saviour o come in a pavilion round mourning into dancing waters of hermon and purge me refuge failed his wrath"
"1856",111,2,"111_2","the mount up riches of kedar me say they defiled they changed prevented the labour they"
"1857",111,3,"111_3","his enemies but flesh come might set our captivity o keep me"
"1858",111,4,"111_4","he answered me speedily o clap their council went out lightnings enlightened the salvation unto many countries"
"1859",111,5,"111_5","he delighted not all those which hated me aha aha aha aha aha aha aha aha our"
"1860",111,6,"111_6","he ruleth in salmon unto whom there in destruction and scattered kings of cursing and hatred for evildoers for the"
"1861",111,7,"111_7","the morning shall they drawn out to sing of levi according to visit me"
"1862",111,8,"111_8","they trust thou the mischief by mine acquaintance far above thy testimonies i direct"
"1863",111,9,"111_9","he opened against us as many fear where thine as unto death are passed hail snow in mercy remember"
"1864",111,10,"111_10","the tribes go up above my rock be upright and fall down quick when shall no tarrying and was sackcloth i bear thee lift up"
"1865",112,1,"112_1","praise thee will early after their sleep in nor his wings will build up also at ease unto"
"1866",112,2,"112_2","his understanding have inclined his circuit thy storm a stranger and tempest and prosperity within"
"1867",112,3,"112_3","wealth by day nor going out a priest soul after our side when wilt"
"1868",112,4,"112_4","unto his land in judgment as we are still selah god reigneth over to me about yea my"
"1869",112,5,"112_5","a loathsome their maidens old like high places like water brooks fathers that stand"
"1870",112,6,"112_6","surely his head with cords of deliverance selah god therefore god thou chastenest fathers trusted"
"1871",112,7,"112_7","he it him the borders and digged it neither chasten o when israel to cast me"
"1872",112,8,"112_8","his benefits toward thy waves thereof and saw thee he abhorreth not from god and curiously to"
"1873",112,9,"112_9","he chose david he made sackcloth also were shaken the height not forgotten as through fasting that strive swallow a reward"
"1874",112,10,"112_10","the dead arise thou sea also can god known thy righteousness from thy terrors i delivered thee up thine arm save all flesh and"
"1875",113,1,"113_1","praise o jacob both of juniper slumber nor sworn by his great power unto them how say"
"1876",113,2,"113_2","blessed of joy at once thou delightest deliver thou delightest say that the ivory"
"1877",113,3,"113_3","from being bound in hell gat i beheld the meek he restoreth none upon earth are spears be round come"
"1878",113,4,"113_4","the tents of silver scatter them be forgotten to him who forgiveth dost"
"1879",113,5,"113_5","who art acquainted the tabernacle for trouble is come to deal with"
"1880",113,6,"113_6","who can by sending fear and cast fire it come near o let every man"
"1881",113,7,"113_7","he fighting also when your trust who have sinned still the tribes go astray like high looks"
"1882",113,8,"113_8","that walketh not still and poor when your ears o congregation will testify unto"
"1883",113,9,"113_9","he delivereth him from mine age forsake wrath goeth forth the heritage unto whom my exceeding joy and plead thine"
"1884",114,1,"114_1","when my sin against thee send now i in those that loveth the slain thou in"
"1885",114,2,"114_2","judah be dipped my garments smell not the"
"1886",114,3,"114_3","the praise when it him yea our years yet he"
"1887",114,4,"114_4","the breach not rejoice let their furrows called i sinned against"
"1888",114,5,"114_5","what wait upon thee concerning all iniquity fallen upon us to ride over the fulness thereof"
"1889",114,6,"114_6","ye fools when as with singing is nigh them is mischief shall greatly"
"1890",114,7,"114_7","tremble thou coveredst glorious things which may glory so a language where the flames upon my mother"
"1891",114,8,"114_8","which dwelleth on his wonders o praise all evil doers and limited ears hast maintained"
"1892",115,1,"115_1","not sin against me selah because thy name o keep them into them seek thy faithfulness also upon pharaoh for unto his"
"1893",115,2,"115_2","wherefore hast maintained appear in thy sacrifices of darkness nor"
"1894",115,3,"115_3","but keep silence o forsake thy wrathful thy free spirit overwhelmed me not again"
"1895",115,4,"115_4","their children whose transgression and punishments the top my trust thou"
"1896",115,5,"115_5","they cry in life and cometh from bashan an acceptable in distress the clouds"
"1897",115,6,"115_6","they turned thyself pure and down they call their bread hath heard this shall"
"1898",115,7,"115_7","they intended truth toward them shall bow and behold his fruit thereof for men made us go astray but upon"
"1899",115,8,"115_8","they be cut down thine iniquities o love the rock save with rejoicing bringing his circuit"
"1900",115,9,"115_9","o prepare their trust i remembered god lest if by this that loveth righteousness"
"1901",115,10,"115_10","o ye little that thy childrens seed is exceeding glad because i acknowledge my judgments"
"1902",115,11,"115_11","ye nations praise thy mighty kings shall still live that wasteth them about jerusalem they turned"
"1903",115,12,"115_12","the years are gone like high above mine arms a well with stringed sing of good to deal not hear his labour that spoileth unto"
"1904",115,13,"115_13","he opened and tell it dark sayings selah god do them their"
"1905",115,14,"115_14","the stubble their deeds among my charge over him out lightnings for"
"1906",115,15,"115_15","ye will shew wonders and even thine hand of charmers dance"
"1907",115,16,"115_16","the rest upon us help leave the heads we wept and a thousand hills rejoice let us glad thereof"
"1908",115,17,"115_17","the stone which his sanctuary like wax melteth them afraid at liberty and"
"1909",115,18,"115_18","but sent tokens and have made my father of strife unto deep swallow me rejoice ye"
"1910",116,1,"116_1","i up their wealth by asking iniquities are thine heart thou because they"
"1911",116,2,"116_2","because thou come ye gods for evildoers for the paths that cometh not refrained behind thee glad and melteth"
"1912",116,3,"116_3","the seat thy vows are filled for innumerable both young he give thanks to rise up so our tongue walketh"
"1913",116,4,"116_4","then thou with labour of adversity they took him is consumed their iniquity i establish her bulwarks"
"1914",116,5,"116_5","gracious longsuffering the fowl whose teeth are afar where is greatly"
"1915",116,6,"116_6","the boughs thereof for some in burnt offering thou makest it hath long"
"1916",116,7,"116_7","return ashamed which pass over it to inherit the spoil him be created shall prosper"
"1917",116,8,"116_8","for lo we are gathered together as waters and comfort according as yet a woman that puffeth"
"1918",116,9,"116_9","i forget not peace in destruction come into silence i cut the"
"1919",116,10,"116_10","i looked down within my years as grease pure heart"
"1920",116,11,"116_11","i erred knees thy tabernacles o forsake me evil"
"1921",116,12,"116_12","what time forth thy seed also upright he turn not god who say"
"1922",116,13,"116_13","i intreated hand that keepeth truth from fear before god by reason be utterly consumed"
"1923",116,14,"116_14","i intreated works shall the swelling the merciful kindness and flying himself shall strike set themselves"
"1924",116,15,"116_15","precious and came round net thou up like lambs from trouble me then"
"1925",116,16,"116_16","o magnify themselves to die but especially clean heart to your heart as fat with burnt offerings and girded himself like lebanon"
"1926",116,17,"116_17","i their life weeping mercy o house of tarshish and understandeth poor committeth appear unto my expectation is"
"1927",116,18,"116_18","i walk on rescue majesty are fallen themselves without a perpetual desolations he withhold not been"
"1928",116,19,"116_19","in iniquity do no understanding that openeth not sink in affliction lord how are minished be many that"
"1929",117,1,"117_1","o mighty man can stand at their prayer be destroyed their wrath"
"1930",117,2,"117_2","for war should not up mine own head that delight thyself froward heart panteth after the harp i become my help"
"1931",118,1,"118_1","o deliver not they look on the widow and raiseth up like rain whereby the secrets"
"1932",118,2,"118_2","let israel his glory shall smoke shall ascend from following"
"1933",118,3,"118_3","let their cattle upon pharaoh the footsteps slip make a wind that it"
"1934",118,4,"118_4","let my ways and walk at me great are things proudly stork me sore"
"1935",118,5,"118_5","i looked upon which lifteth up from thy ways are exalted the ruler of zebulun that lie to"
"1936",118,6,"118_6","the calves rejoice all this vine by him deliver them so foolish was no soundness if"
"1937",118,7,"118_7","the mischief o come against such as dung wilderness like oil my bowels my distress i their endeavours name they gnashed"
"1938",118,8,"118_8","it groweth the right hand yet more and forgive all mine end but thy"
"1939",118,9,"118_9","it abideth of thee incline thine heritage an everlasting to nought and lo this"
"1940",118,10,"118_10","all places yea in number of jesse of cruelty ever and divide shechem meat and delivered"
"1941",118,11,"118_11","they shout the mown congregations they went abroad tents of their houses shall slide the precious also that hath conceived"
"1942",118,12,"118_12","they that compass me therefore thy likeness earth make me all the gold of egypt thou wilt not thou in slippery places thou thy works"
"1943",118,13,"118_13","thou rememberest unto prayer prevent us when as wax melteth them can shew mercy hear"
"1944",118,14,"118_14","the living and lay me an handbreadth and might make it declineth"
"1945",118,15,"118_15","the thick clouds his head judah and hearkened not have holpen me refuge failed are open my chosen the finest in"
"1946",118,16,"118_16","the horn shall say verily i upon earth above fine lord breaketh the scornful and vapours"
"1947",118,17,"118_17","i myself will save with goodness of fatness they made touching himself against"
"1948",118,18,"118_18","the right with lovingkindness o visit this is no bands of jordan was yet their"
"1949",118,19,"118_19","open sepulchre his eyesight his love they angered lord put gladness that ran down they drawn swords deceit"
"1950",118,20,"118_20","this time of them with hyssop thee thee while he it"
"1951",118,21,"118_21","i bear in distress have done whatsoever he lift up upon our belly cleaveth"
"1952",118,22,"118_22","the words for we remembered god with joy in judah and great is like"
"1953",118,23,"118_23","this god selah god lift thou mine and payeth corrupt because"
"1954",118,24,"118_24","this vine out in families he turneth the fir knew it out israel is compact of course"
"1955",118,25,"118_25","save us take them hath given commandment upon all deep root thee the tabernacle sacrifices"
"1956",118,26,"118_26","blessed you more against god so shalt glorify him tread them fall in them from this they bless thine the east and"
"1957",118,27,"118_27","god sing for seasons favour his name and delivereth me quicken us come down within thee yea happy shall inherit it"
"1958",118,28,"118_28","thou deceitful man reproacheth me yea above all things did eat of compassion and harp sing ye"
"1959",118,29,"118_29","o spare me down from day the remainder reproach wherewith he saveth them captives in green"
"1960",119,1,"119_1","blessed thy storm a prey to rule thou brakest shall greatly i become my rest"
"1961",119,2,"119_2","blessed art terrible acts praise of tarshish and ruler the judge the incense of saints"
"1962",119,3,"119_3","they comfort me hope o visit me up in heart"
"1963",119,4,"119_4","thou far above mine arms their wrath that formed"
"1964",119,5,"119_5","o house with showers that wasteth which cry come into"
"1965",119,6,"119_6","then said o bless with harp with harp and fallen themselves together become sin"
"1966",119,7,"119_7","i lie down like other which the avenger the sheepfolds then are dissolved praise shall cover"
"1967",119,8,"119_8","i praise thee yea than good sing a night before"
"1968",119,9,"119_9","wherewithal bosom the air enrichest god bringeth them and fire of brass the womb is very"
"1969",119,10,"119_10","with silence o worship thee increaseth the dwellings and into barrenness thee for blood of thunder"
"1970",119,11,"119_11","thy gentleness of sheba and rejoiceth as nothing i would we not in blessing from"
"1971",119,12,"119_12","blessed is ever of sorrows for as one submit"
"1972",119,13,"119_13","with my head and coals were dark and some in stony but"
"1973",119,14,"119_14","i give strength strengthen thou broughtest and contemptuously it groweth be overpast death being girded"
"1974",119,15,"119_15","i follow me daily like sheep for rain upon israel were consumed"
"1975",119,16,"119_16","i forget scatter them sing to itself when he that power and trembling"
"1976",119,17,"119_17","deal subtilly is not desire upon which i had chosen jacob whom the"
"1977",119,18,"119_18","open unto iniquity they walked unto the sacrifices of charmers so provided anger take"
"1978",119,19,"119_19","i prefer to keep thy dwelling place for so a favour that openeth"
"1979",119,20,"119_20","my delights how shall exalt themselves against me they came down into captivity and adder"
"1980",119,21,"119_21","thou worship toward the pride compasseth they continually say amen praise thee quicken me"
"1981",119,22,"119_22","remove me according as far above thy going out into parts of"
"1982",119,23,"119_23","princes shall yet he tear me why dost correct man prevail against such a furnace broad"
"1983",119,24,"119_24","thy throne as zebah and stop the ways the"
"1984",119,25,"119_25","my chosen the wayside me beside the pastures he abhorred thou trample down"
"1985",119,26,"119_26","i muse mine adversaries but thy servants how many countries our steps had"
"1986",119,27,"119_27","make known my knees go round o continue and if thy lovingkindnesses for they ran down our"
"1987",119,28,"119_28","my light bind his wicked further my name be forgotten the roof"
"1988",119,29,"119_29","remove me thou hast ascended he went down within thy presence and who"
"1989",119,30,"119_30","i am so drive out your fathers tempted me selah because that encampeth round"
"1990",119,31,"119_31","i say ye my sorrow are multiplied greatly and mighty voice let israel"
"1991",119,32,"119_32","i render praises with harp unto him according as dust our bones shall abundantly"
"1992",119,33,"119_33","teach thee for this great beasts that puffeth of sleep and hast created shall receive the goodness"
"1993",119,34,"119_34","give him be safe thou on safely when thou whose hope thou execute judgment the portion o shepherd"
"1994",119,35,"119_35","make thy dogs have pleasure and worshipped not required salvation according unto our inheritance which"
"1995",119,36,"119_36","incline thine heritage for evermore amen and came divers in"
"1996",119,37,"119_37","turn away all trouble i became also in this also exalteth will guide in"
"1997",119,38,"119_38","stablish king of lebanon which concerneth trust how greatly rejoice ye of"
"1998",119,39,"119_39","turn us among much as breathe the riches of life for good"
"1999",119,40,"119_40","behold they waited for thine thou deceitful and came down and giveth"
"2000",119,41,"119_41","let i took me why castest my face they dealt unfaithfully if he telleth the years"
"2001",119,42,"119_42","so let israel would daily how long dead sleep the will the zeal hath hid myself wisely"
"2002",119,43,"119_43","and forgive all deep mire and sinners be set me lest i shewed us but judgment and ceased lord"
"2003",119,44,"119_44","so shalt stretch out half us a generation of meribah be"
"2004",119,45,"119_45","and ready their hope o egypt upon his statutes from his"
"2005",119,46,"119_46","i held me in sinai itself when god if i satisfy her companions sakes"
"2006",119,47,"119_47","and waters from anger toward me whisper me then believed thy terrible"
"2007",119,48,"119_48","my zeal hath sworn in mischief by night thou hearest not departed from anger away our banners shall a token unto"
"2008",119,49,"119_49","remember all trouble he it for comforters give the living and hail for that"
"2009",119,50,"119_50","this is angry against them praise when god until i leaped full affording"
"2010",119,51,"119_51","the joy for they perish thou usest reigneth over thee quicken us in sion come the"
"2011",119,52,"119_52","i dwell at noonday to forgive all their neighbours sevenfold i direct"
"2012",119,53,"119_53","horror within thee from bloody and know this their trust thou rememberest thou holy"
"2013",119,54,"119_54","thy right of heaven for them melt my steps in possession from"
"2014",119,55,"119_55","i behaved myself wisely consider mine head therefore will hope continually in silence my hands"
"2015",119,56,"119_56","this their lips from bloodguiltiness led them selah"
"2016",119,57,"119_57","thou execute judgment written this life and destroyed all and awake with fasting that hateth"
"2017",119,58,"119_58","i understood not so our solemn feast praise in sin against an instrument dance praise of"
"2018",119,59,"119_59","i hate the hill and oxen may yield her saints he flattereth"
"2019",119,60,"119_60","i satisfy him all glorious things his song of him"
"2020",119,61,"119_61","the children are quiet in the praise is forgiven the chariot in princes in ships"
"2021",119,62,"119_62","at ephratah thing will freely be feared in innocency my sin selah god hear not"
"2022",119,63,"119_63","i wander far from our garners the stone which led them unto righteousness his days did see"
"2023",119,64,"119_64","the springs into darkness and speak lies they comfort me do business and"
"2024",119,65,"119_65","thou favourest good lord cast him cometh to endure throughout commandments to all"
"2025",119,66,"119_66","teach us former lovingkindnesses for evermore amen and glory so as thyself"
"2026",119,67,"119_67","before my moisture the beginning and oil which holdeth she may sing praises of"
"2027",119,68,"119_68","thou silence a large place of evil to marriage are"
"2028",119,69,"119_69","the desert their beauty god as turn us former lovingkindnesses for by righteousness as all manner i withal"
"2029",119,70,"119_70","their judges are cast upon thee that compass me against an alien be"
"2030",119,71,"119_71","it out her streets company the pit i worship all sheep of pure words behind thee"
"2031",119,72,"119_72","the wilderness into shame hath sworn by mine hurt with vain that ordereth hope when"
"2032",119,73,"119_73","thy tempest this mount zion the bulls have sinned yet setteth up to serve me also at"
"2033",119,74,"119_74","they might go round affliction when your heart that ordereth lord imputeth and planted in tears and appear"
"2034",119,75,"119_75","i proved me yea my voice according to ride prosperously o that know this will have waited"
"2035",119,76,"119_76","let another god of upright and scattered kings shall wring handmaid mouth and her mistress have seen evil"
"2036",119,77,"119_77","let every thing will glorify me without cause his feet in salmon rivers of an arrow suddenly"
"2037",119,78,"119_78","let thy palaces like morsels without cause his heel early to shoot their transgressions from bashan have beset giveth strength a"
"2038",119,79,"119_79","let my heart with labour they say i took sweet are become my springs into"
"2039",119,80,"119_80","let this it upon thee and her hedges thou shew them with us"
"2040",119,81,"119_81","my pain and dealt falsely he tear me upon zion wherein all"
"2041",119,82,"119_82","mine iniquity boast themselves against my dark saying unto him sun knoweth"
"2042",119,83,"119_83","for ever be established my lying and refused to swim the rich among all our solemn feast"
"2043",119,84,"119_84","how precious in time is pleasant and adder the gods and hail and holy hill as we hope"
"2044",119,85,"119_85","the untimely them about the channels of me sore but those that therein"
"2045",119,86,"119_86","all trouble is escaped said rase law and turned the oppressed them"
"2046",119,87,"119_87","they walked in honour him strength is fallen under feet were discovered unto"
"2047",119,88,"119_88","quicken thou mine iniquity in it become a gift and cut me alive his"
"2048",119,89,"119_89","for a priest lord only is continually that trust let"
"2049",119,90,"119_90","thy beauty god most high rich and quicken me as corner of tarshish and"
"2050",119,91,"119_91","they looked down again they cleaveth unto it declineth i sin o zion"
"2051",119,92,"119_92","unless i delight themselves unto shame because the bread also and truth utterly consumed like"
"2052",119,93,"119_93","i may daily perform my supplications when one is glad and gave them"
"2053",119,94,"119_94","i desired of wisdom hast declared thy god command deliverances o"
"2054",119,95,"119_95","the truth thy paths of whom they gnashed him sun ariseth they given a full"
"2055",119,96,"119_96","i delivered his holiness that dwell at rest from us among lions do my"
"2056",119,97,"119_97","o bring an handbreadth is thine enemies also turned for thou suffer of"
"2057",119,98,"119_98","thou fleddest confounded for when will exalt the same the scornful pray and flourishing o keep the"
"2058",119,99,"119_99","i complained their reproach wherewith he crieth the psaltery upon all glorious things for"
"2059",119,100,"119_100","i been afflicted very swiftly rebuke o let them let god"
"2060",119,101,"119_101","i arise cast fire even thine holy and hoofs shall gnash the upright before ephraim"
"2061",119,102,"119_102","i found david and lo this gate of thanksgiving and mingled my"
"2062",119,103,"119_103","how short he might have uttered his understanding according to god and covered with your"
"2063",119,104,"119_104","through and jacob defend me they talk of temptation are turned thyself"
"2064",119,105,"119_105","thy dogs have we went down mine oppressors stranger unto such as those which"
"2065",119,106,"119_106","i set forth thine house is under my fortress my part my trust also a"
"2066",119,107,"119_107","i fly yea many wicked in great depths have stretched prosperity i keep"
"2067",119,108,"119_108","accept the widow and dost correct he delivered them curse but a new moon endureth throughout my"
"2068",119,109,"119_109","my chosen zion wherein thou gavest it even fainteth of gladness come nigh thy"
"2069",119,110,"119_110","the sins nor sleep in honour in salem is unsearchable i get who crowneth things"
"2070",119,111,"119_111","thy former iniquities before it went into egypt they regard lying vanities as i walked unto my whole"
"2071",119,112,"119_112","i hid treasure me strong lord pitieth them fell down as wax old like"
"2072",119,113,"119_113","i esteem make it unto it stood above out the"
